,service_name,summary,date,status,details,description,service,datetime,simple_service_name,region_name,start_time,end_time,pattern_for_debug,timezone,failure_time,year,month,day,iso_date,problem,report
348,Amazon Elastic Compute Cloud (Oregon),[RESOLVED] API Error Rates and Latencies,1607992032,1,,"<div><span class=""yellowfg""> 4:27 PM PST</span>&nbsp;We are investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 4:40 PM PST</span>&nbsp;We can confirm increased error rates and latencies for the EC2 network-related APIs and elevated launch failures for newly launched instances within the US-WEST-2 Region. We are working to resolve the issue.</div><div><span class=""yellowfg""> 4:46 PM PST</span>&nbsp;We are beginning to see signs of recovery with error rates and latencies returning to normal levels for the EC2 APIs in the US-WEST-2 Region. Launches of new instances are once again succeeding, and we continue to work towards full recovery.</div><div><span class=""yellowfg""> 4:55 PM PST</span>&nbsp;Between 4:05 PM and 4:39 PM PST, we experienced increased error rates and latencies for the EC2 APIs, and elevated launch failures for new EC2 instances in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",ec2-us-west-2,2020-12-15 00:27:12,Elastic Compute Cloud,Oregon,4:05 PM,4:39 PM,2,PST,34.0,2020,12,15,2020-12-15,api error rates and latencies," 4:27 PM PST -  We are investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.
 4:40 PM PST -  We can confirm increased error rates and latencies for the EC2 network-related APIs and elevated launch failures for newly launched instances within the US-WEST-2 Region. We are working to resolve the issue.
 4:46 PM PST -  We are beginning to see signs of recovery with error rates and latencies returning to normal levels for the EC2 APIs in the US-WEST-2 Region. Launches of new instances are once again succeeding, and we continue to work towards full recovery.
 4:55 PM PST -  Between 4:05 PM and 4:39 PM PST, we experienced increased error rates and latencies for the EC2 APIs, and elevated launch failures for new EC2 instances in the US-WEST-2 Region. The issue has been resolved and the service is operating normally."
349,Amazon Elastic Load Balancing (Seoul),[RESOLVED] NLB의 네트워크 연결 관련 | Network connectivity for NLB,1608306650,1,,"<div><span class=""yellowfg""> 7:50 AM PST</span>&nbsp;AP-NORTHEAST-2 리전의 단일 가용 영역 (APNE2-AZ1) 내에서 TLS를 사용하는 Network Load Balancer의 네트워크 연결 문제를 조사하고 있습니다. 다수의 가용 영역을 사용하도록 구성된 Network Load Balancer는 이슈의 영향을 받는 가용 영역으로부터 자동으로 장애 조치되어 그 영향을 완화하게 됩니다. 영향을 받은 한개의 가용 영역 만을 사용하도록 구성된 Network Load Balancer에 대해선, 이슈가 완전히 해결 될 때까지 문제를 완화하기 위해 고객이 다른 가용 영역에 대체 Network Load Balancer를 생성 할 수 있습니다. 질문이 있으시거나 운영상의 문제가 발생하는 경우 https://console.aws.amazon.com/support의 AWS 지원 센터를 통해 AWS 기술지원 부서에 문의하십시오. | We are investigating network connectivity issues for Network Load Balancers using TLS within a single Availability Zone (APNE2-AZ1) in the AP-NORTHEAST-2 Region. Network Load Balancers configured for multiple Availability Zones will automatically fail away from the affected Availability Zone, mitigating any impact. For Network Load Balancers configured for only the affected Availability Zone, customers can create a replacement Network Load Balancer in another Availability Zone to mitigate the issue until it is fully resolved. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support</div><div><span class=""yellowfg""> 8:08 AM PST</span>&nbsp;AP-NORTHEAST-2 리전의 단일 가용 영역 (APNE2-AZ1) 내에서 TLS를 사용하는 Network Load Balancer의 네트워크 연결 문제에 대해 복구 징후가 보입니다. 우리는 완전한 복구를 위해 계속 노력하고 있습니다. 질문이 있으시거나 운영상의 문제가 발생하는 경우 https://console.aws.amazon.com/support의 AWS 지원 센터를 통해 AWS 기술지원 부서에 문의하십시오. | We are seeing signs of recovery for the network connectivity issues for Network Load Balancers using TLS within a single Availability Zone (APNE2-AZ1) in the AP-NORTHEAST-2 Region. We continue to work towards full recovery. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support</div><div><span class=""yellowfg""> 8:59 AM PST</span>&nbsp;AP-NORTHEAST-2 리전의 단일 가용 영역 (APNE2-AZ1) 내에서 TLS를 사용하는 Network Load Balancer의 네트워크 연결 문제에 영향을 미치는 문제를 해결했습니다. 태평양 시간 오전12:30 (한국시간 오후5:30) 시부터 AP-NORTHEAST-2 리전 내의 일부 Network Load Balancer에서 네트워크 연결 문제가 발생했습니다. 태평양 시간 7:13시에 (한국시간 오전 12:13)단일 가용 영역 (APNE2-AZ1) 내의 Network Load Balancer에서 TLS 연결에 대한 연결 문제가 발생했습니다. 태평양 시간 오전7:56 시에(한국시간 오전 12:56) AP-NORTHEAST-2리전의 Network Load Balancers와 관련된 모든 연결 문제는 해결 되었으며, 서비스는 정상적으로 운영되고 있습니다. 고객분들은 서비스의 가용률을 복원하기 위한 추가 조치를 취할 필요가 없습니다. 이와 관련하여 질문이나 운영관련 문제를 겪고 있으시다면 https://console.aws.amazon.com/support의 AWS 지원 센터를 통해 AWS 지원 부서에 문의하십시오. | We have resolved the issue affecting network connectivity issues for Network Load Balancers using TLS within a single Availability Zone (APNE2-AZ1) in the AP-NORTHEAST-2 Region. Starting at 12:30 AM PST, some Network Load Balancers within the AP-NORTHEAST-2 Region experienced periods of network connectivity issues. At 7:13 AM, Network Load Balancers within a single Availability Zone (APNE2-AZ1) experienced connectivity issues for TLS connections. At 7:56 AM PST, all connectivity issues for Network Load Balancers within the AP-NORTHEAST-2 Region were resolved. The issue has been resolved and the service is operating normally. Customers do not need to take additional measures to restore the availability of this service. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support .</div>",elb-ap-northeast-2,2020-12-18 15:50:50,Elastic Load Balancing,Seoul,12:30 AM,7:56 AM,6,PST,446.0,2020,12,18,2020-12-18,nlb    network connectivity for nlb," 7:50 AM PST -  AP-NORTHEAST-2 리전의 단일 가용 영역 (APNE2-AZ1) 내에서 TLS를 사용하는 Network Load Balancer의 네트워크 연결 문제를 조사하고 있습니다. 다수의 가용 영역을 사용하도록 구성된 Network Load Balancer는 이슈의 영향을 받는 가용 영역으로부터 자동으로 장애 조치되어 그 영향을 완화하게 됩니다. 영향을 받은 한개의 가용 영역 만을 사용하도록 구성된 Network Load Balancer에 대해선, 이슈가 완전히 해결 될 때까지 문제를 완화하기 위해 고객이 다른 가용 영역에 대체 Network Load Balancer를 생성 할 수 있습니다. 질문이 있으시거나 운영상의 문제가 발생하는 경우 https://console.aws.amazon.com/support의 AWS 지원 센터를 통해 AWS 기술지원 부서에 문의하십시오. | We are investigating network connectivity issues for Network Load Balancers using TLS within a single Availability Zone (APNE2-AZ1) in the AP-NORTHEAST-2 Region. Network Load Balancers configured for multiple Availability Zones will automatically fail away from the affected Availability Zone, mitigating any impact. For Network Load Balancers configured for only the affected Availability Zone, customers can create a replacement Network Load Balancer in another Availability Zone to mitigate the issue until it is fully resolved. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support
 8:08 AM PST -  AP-NORTHEAST-2 리전의 단일 가용 영역 (APNE2-AZ1) 내에서 TLS를 사용하는 Network Load Balancer의 네트워크 연결 문제에 대해 복구 징후가 보입니다. 우리는 완전한 복구를 위해 계속 노력하고 있습니다. 질문이 있으시거나 운영상의 문제가 발생하는 경우 https://console.aws.amazon.com/support의 AWS 지원 센터를 통해 AWS 기술지원 부서에 문의하십시오. | We are seeing signs of recovery for the network connectivity issues for Network Load Balancers using TLS within a single Availability Zone (APNE2-AZ1) in the AP-NORTHEAST-2 Region. We continue to work towards full recovery. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support
 8:59 AM PST -  AP-NORTHEAST-2 리전의 단일 가용 영역 (APNE2-AZ1) 내에서 TLS를 사용하는 Network Load Balancer의 네트워크 연결 문제에 영향을 미치는 문제를 해결했습니다. 태평양 시간 오전12:30 (한국시간 오후5:30) 시부터 AP-NORTHEAST-2 리전 내의 일부 Network Load Balancer에서 네트워크 연결 문제가 발생했습니다. 태평양 시간 7:13시에 (한국시간 오전 12:13)단일 가용 영역 (APNE2-AZ1) 내의 Network Load Balancer에서 TLS 연결에 대한 연결 문제가 발생했습니다. 태평양 시간 오전7:56 시에(한국시간 오전 12:56) AP-NORTHEAST-2리전의 Network Load Balancers와 관련된 모든 연결 문제는 해결 되었으며, 서비스는 정상적으로 운영되고 있습니다. 고객분들은 서비스의 가용률을 복원하기 위한 추가 조치를 취할 필요가 없습니다. 이와 관련하여 질문이나 운영관련 문제를 겪고 있으시다면 https://console.aws.amazon.com/support의 AWS 지원 센터를 통해 AWS 지원 부서에 문의하십시오. | We have resolved the issue affecting network connectivity issues for Network Load Balancers using TLS within a single Availability Zone (APNE2-AZ1) in the AP-NORTHEAST-2 Region. Starting at 12:30 AM PST, some Network Load Balancers within the AP-NORTHEAST-2 Region experienced periods of network connectivity issues. At 7:13 AM, Network Load Balancers within a single Availability Zone (APNE2-AZ1) experienced connectivity issues for TLS connections. At 7:56 AM PST, all connectivity issues for Network Load Balancers within the AP-NORTHEAST-2 Region were resolved. The issue has been resolved and the service is operating normally. Customers do not need to take additional measures to restore the availability of this service. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support ."
350,AWS NAT Gateway (Seoul),[RESOLVED] 네트워크 연결 | Network connectivity,1608318576,1,,"<div><span class=""yellowfg"">11:09 AM PST</span>&nbsp;태평양시간 오전12:30 (한국시간 오후 5:30) 에서 오전7:10 (한국시간 오전 12:10) 사이에 AP-NORTHEAST-2 리전 내에서 NAT 게이트웨이에 대한 네트워크 연결 문제가 발생합니다. 문제가 해결되었으며 서비스가 정상적으로 작동하고 있습니다. 고객분들은 서비스의 가용률을 복원하기 위한 추가 조치를 취할 필요가 없습니다. 이와 관련하여 질문이나 운영관련 문제를 겪고 있으시다면 https://console.aws.amazon.com/support AWS 지원 센터를 통해 AWS 지원 부서에 문의하십시오. | Between 12:30 AM and 7:10 AM PST we experience periods of network connectivity issues for NAT Gateway within the AP-NORTHEAST-2 Region. The issue has been resolved and the service is operating normally. Customers do not need to take additional measures to restore the availability of this service. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support .</div>",natgateway-ap-northeast-2,2020-12-18 19:09:36,NAT Gateway,Seoul,12:30 AM,7:10 AM,2,PST,400.0,2020,12,18,2020-12-18,network connectivity,"11:09 AM PST -  태평양시간 오전12:30 (한국시간 오후 5:30) 에서 오전7:10 (한국시간 오전 12:10) 사이에 AP-NORTHEAST-2 리전 내에서 NAT 게이트웨이에 대한 네트워크 연결 문제가 발생합니다. 문제가 해결되었으며 서비스가 정상적으로 작동하고 있습니다. 고객분들은 서비스의 가용률을 복원하기 위한 추가 조치를 취할 필요가 없습니다. 이와 관련하여 질문이나 운영관련 문제를 겪고 있으시다면 https://console.aws.amazon.com/support AWS 지원 센터를 통해 AWS 지원 부서에 문의하십시오. | Between 12:30 AM and 7:10 AM PST we experience periods of network connectivity issues for NAT Gateway within the AP-NORTHEAST-2 Region. The issue has been resolved and the service is operating normally. Customers do not need to take additional measures to restore the availability of this service. If you have any questions or are experiencing any operational issue, please contact the AWS Support department via the AWS Support Center at https://console.aws.amazon.com/support ."
351,Amazon Elastic Compute Cloud (N. Virginia),[RESOLVED] Traffic Impacted for NAT Gateways,1608329580,1,,"<div><span class=""yellowfg""> 2:13 PM PST</span>&nbsp;We are investigating connectivity issues affecting NAT Gateway in a single Availability Zone (use1-az1) in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 3:16 PM PST</span>&nbsp;We wanted to provide you with some more details on the periods of network connectivity issues for NAT Gateway within a single Availability Zone (use1-az1) within the US-EAST-1 Region. While we are currently not observing any network connectivity issues at this moment, we did observe two periods of impact, the first between 11:30 AM and 12:00 PM PST and the second between 1:00 PM and 1:45 PM PST. We have identified the subsystem that was responsible for this issue but continue to work towards identifying root cause and mitigating any further impact. We will continue to provide updates on our progress towards full recovery, and immediately should the network connectivity issues return.</div><div><span class=""yellowfg""> 3:59 PM PST</span>&nbsp;We continue to investigate root cause of the issue affecting network connectivity for NAT Gateway within a single Availability Zone (use1-az1) in the US-EAST-1 Region. We have not seen impact since 1:45 PM PST and our engineering teams remain engaged as we work to determine root cause, and apply mitigations before resolving this event. Since this issue only affected a single Availability Zone, customers who are able to route network traffic through alternative Availability Zones for the affected services, should consider doing so.</div><div><span class=""yellowfg""> 4:33 PM PST</span>&nbsp;We have not seen any further network connectivity issues for NAT Gateway since 1:45 PM PST. We have also identified the root cause and prepared a fix to address the issue. The engineering team is currently working on testing this fix and preparing for deployment to the affected subset of hosts that were affected by this issue. We will continue to provide updates as we work through that deployment.</div><div><span class=""yellowfg""> 5:55 PM PST</span>&nbsp;We have seen no further network connectivity issues for NAT Gateway since 1:45 PM PST (5 hours ago). We have identified the root cause and prepared a fix to resolve the issue, which is now being deployed. We have also taken steps to mitigate any impact should the issue reoccur before the deployment is fully completed. This issue resulted in two periods of network connectivity issues between 11:30 AM and 12:00 PM PST, and between 1:00 PM and 1:45 PM PST. The issue has been resolved and the service is operating normally.</div>",ec2-us-east-1,2020-12-18 22:13:00,Elastic Compute Cloud,N. Virginia,11:30 AM,1:45 PM,1,PST,135.0,2020,12,18,2020-12-18,traffic impacted for nat gateways," 2:13 PM PST -  We are investigating connectivity issues affecting NAT Gateway in a single Availability Zone (use1-az1) in the US-EAST-1 Region.
 3:16 PM PST -  We wanted to provide you with some more details on the periods of network connectivity issues for NAT Gateway within a single Availability Zone (use1-az1) within the US-EAST-1 Region. While we are currently not observing any network connectivity issues at this moment, we did observe two periods of impact, the first between 11:30 AM and 12:00 PM PST and the second between 1:00 PM and 1:45 PM PST. We have identified the subsystem that was responsible for this issue but continue to work towards identifying root cause and mitigating any further impact. We will continue to provide updates on our progress towards full recovery, and immediately should the network connectivity issues return.
 3:59 PM PST -  We continue to investigate root cause of the issue affecting network connectivity for NAT Gateway within a single Availability Zone (use1-az1) in the US-EAST-1 Region. We have not seen impact since 1:45 PM PST and our engineering teams remain engaged as we work to determine root cause, and apply mitigations before resolving this event. Since this issue only affected a single Availability Zone, customers who are able to route network traffic through alternative Availability Zones for the affected services, should consider doing so.
 4:33 PM PST -  We have not seen any further network connectivity issues for NAT Gateway since 1:45 PM PST. We have also identified the root cause and prepared a fix to address the issue. The engineering team is currently working on testing this fix and preparing for deployment to the affected subset of hosts that were affected by this issue. We will continue to provide updates as we work through that deployment.
 5:55 PM PST -  We have seen no further network connectivity issues for NAT Gateway since 1:45 PM PST (5 hours ago). We have identified the root cause and prepared a fix to resolve the issue, which is now being deployed. We have also taken steps to mitigate any impact should the issue reoccur before the deployment is fully completed. This issue resulted in two periods of network connectivity issues between 11:30 AM and 12:00 PM PST, and between 1:00 PM and 1:45 PM PST. The issue has been resolved and the service is operating normally."
352,AWS VPCE PrivateLink (N. Virginia),[RESOLVED] Traffic Impacted for VPC Endpoints,1608329794,1,,"<div><span class=""yellowfg""> 2:18 PM PST</span>&nbsp;We are investigating connectivity issues affecting VPCE PrivateLink Endpoints in a single Availability Zone (use1-az1) in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 3:17 PM PST</span>&nbsp;We wanted to provide you with some more details on the periods of network connectivity issues for VPCE Private Link within a single Availability Zone (use1-az1) within the US-EAST-1 Region. While we are currently not observing any network connectivity issues at this moment, we did observe two periods of impact, the first between 11:30 AM and 12:00 PM PST and the second between 1:00 PM and 1:45 PM PST. We have identified the subsystem that was responsible for this issue but continue to work towards identifying root cause and mitigating any further impact. We will continue to provide updates on our progress towards full recovery, and immediately should the network connectivity issues return.</div><div><span class=""yellowfg""> 3:59 PM PST</span>&nbsp;We continue to investigate root cause of the issue affecting network connectivity for PrivateLink within a single Availability Zone (use1-az1) in the US-EAST-1 Region. We have not seen impact since 1:45 PM PST and our engineering teams remain engaged as we work to determine root cause, and apply mitigations before resolving this event. Since this issue only affected a single Availability Zone, customers who are able to route network traffic through alternative Availability Zones for the affected services, should consider doing so.</div><div><span class=""yellowfg""> 4:33 PM PST</span>&nbsp;We have not seen any further network connectivity issues for PrivateLink since 1:45 PM PST. We have also identified the root cause and prepared a fix to address the issue. The engineering team is currently working on testing this fix and preparing for deployment to the affected subset of hosts that were affected by this issue. We will continue to provide updates as we work through that deployment.</div><div><span class=""yellowfg""> 5:37 PM PST</span>&nbsp;We have seen no further network connectivity issues for PrivateLink since 1:45 PM PST (5 hours ago). We have identified the root cause and prepared a fix to resolve the issue, which is now being deployed. We have also taken steps to mitigate any impact should the issue reoccur before the deployment is fully completed. This issue resulted in two periods of network connectivity issues between 11:30 AM and 12:00 PM PST, and between 1:00 PM and 1:45 PM PST. The issue has been resolved and the service is operating normally.</div>",privatelink-us-east-1,2020-12-18 22:16:34,VPCE PrivateLink,N. Virginia,11:30 AM,1:45 PM,1,PST,135.0,2020,12,18,2020-12-18,traffic impacted for vpc endpoints," 2:18 PM PST -  We are investigating connectivity issues affecting VPCE PrivateLink Endpoints in a single Availability Zone (use1-az1) in the US-EAST-1 Region.
 3:17 PM PST -  We wanted to provide you with some more details on the periods of network connectivity issues for VPCE Private Link within a single Availability Zone (use1-az1) within the US-EAST-1 Region. While we are currently not observing any network connectivity issues at this moment, we did observe two periods of impact, the first between 11:30 AM and 12:00 PM PST and the second between 1:00 PM and 1:45 PM PST. We have identified the subsystem that was responsible for this issue but continue to work towards identifying root cause and mitigating any further impact. We will continue to provide updates on our progress towards full recovery, and immediately should the network connectivity issues return.
 3:59 PM PST -  We continue to investigate root cause of the issue affecting network connectivity for PrivateLink within a single Availability Zone (use1-az1) in the US-EAST-1 Region. We have not seen impact since 1:45 PM PST and our engineering teams remain engaged as we work to determine root cause, and apply mitigations before resolving this event. Since this issue only affected a single Availability Zone, customers who are able to route network traffic through alternative Availability Zones for the affected services, should consider doing so.
 4:33 PM PST -  We have not seen any further network connectivity issues for PrivateLink since 1:45 PM PST. We have also identified the root cause and prepared a fix to address the issue. The engineering team is currently working on testing this fix and preparing for deployment to the affected subset of hosts that were affected by this issue. We will continue to provide updates as we work through that deployment.
 5:37 PM PST -  We have seen no further network connectivity issues for PrivateLink since 1:45 PM PST (5 hours ago). We have identified the root cause and prepared a fix to resolve the issue, which is now being deployed. We have also taken steps to mitigate any impact should the issue reoccur before the deployment is fully completed. This issue resulted in two periods of network connectivity issues between 11:30 AM and 12:00 PM PST, and between 1:00 PM and 1:45 PM PST. The issue has been resolved and the service is operating normally."
353,Amazon Elastic Load Balancing (N. Virginia),[RESOLVED] Traffic impacted for Network Load Balancer ,1608331345,1,,"<div><span class=""yellowfg""> 2:42 PM PST</span>&nbsp;We are investigating connectivity issues affecting Network Load Balancers in a single Availability Zone (use1-az1) in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 3:27 PM PST</span>&nbsp;We wanted to provide you with some more details on the periods of network connectivity issues for Network Load Balancer within a single Availability Zone(use1-az1) within the US-EAST-1 Region. While we are currently not observing any network connectivity issues at this moment, we did observe two periods of impact, the first between 11:30 AM and 12:00 PM PST and the second between 1:00 PM and 1:45 PM PST. We have identified the subsystem that was responsible for this issue but continue to work towards identifying root cause and mitigating any further impact. We will continue to provide updates on our progress towards full recovery, and immediately should the network connectivity issues return.</div><div><span class=""yellowfg""> 4:02 PM PST</span>&nbsp;We continue to investigate root cause of the issue affecting network connectivity for Network Load Balancer within a single Availability Zone (use1-az1) in the US-EAST-1 Region. We have not seen impact since 1:45 PM PST and our engineering teams remain engaged as we work to determine root cause, and apply mitigations before resolving this event. Since this issue only affected a single Availability Zone, customers who are able to route network traffic through alternative Availability Zones for the affected services, should consider doing so.</div><div><span class=""yellowfg""> 4:35 PM PST</span>&nbsp;We have not seen any further network connectivity issues for Network Load Balancer since 1:45 PM PST. We have also identified the root cause and prepared a fix to address the issue. The engineering team is currently working on testing this fix and preparing for deployment to the affected subset of hosts that were affected by this issue. We will continue to provide updates as we work through that deployment.</div><div><span class=""yellowfg""> 5:34 PM PST</span>&nbsp;We have seen no further network connectivity issues for Network Load Balancer since 1:45 PM PST (5 hours ago). We have identified the root cause and prepared a fix to resolve the issue, which is now being deployed. We have also taken steps to mitigate any impact should the issue reoccur before the deployment is fully completed. This issue resulted in two periods of network connectivity issues between 11:30 AM and 12:00 PM PST, and between 1:00 PM and 1:45 PM PST. The issue has been resolved and the service is operating normally.</div>",elb-us-east-1,2020-12-18 22:42:25,Elastic Load Balancing,N. Virginia,11:30 AM,1:45 PM,1,PST,135.0,2020,12,18,2020-12-18,traffic impacted for network load balancer," 2:42 PM PST -  We are investigating connectivity issues affecting Network Load Balancers in a single Availability Zone (use1-az1) in the US-EAST-1 Region.
 3:27 PM PST -  We wanted to provide you with some more details on the periods of network connectivity issues for Network Load Balancer within a single Availability Zone(use1-az1) within the US-EAST-1 Region. While we are currently not observing any network connectivity issues at this moment, we did observe two periods of impact, the first between 11:30 AM and 12:00 PM PST and the second between 1:00 PM and 1:45 PM PST. We have identified the subsystem that was responsible for this issue but continue to work towards identifying root cause and mitigating any further impact. We will continue to provide updates on our progress towards full recovery, and immediately should the network connectivity issues return.
 4:02 PM PST -  We continue to investigate root cause of the issue affecting network connectivity for Network Load Balancer within a single Availability Zone (use1-az1) in the US-EAST-1 Region. We have not seen impact since 1:45 PM PST and our engineering teams remain engaged as we work to determine root cause, and apply mitigations before resolving this event. Since this issue only affected a single Availability Zone, customers who are able to route network traffic through alternative Availability Zones for the affected services, should consider doing so.
 4:35 PM PST -  We have not seen any further network connectivity issues for Network Load Balancer since 1:45 PM PST. We have also identified the root cause and prepared a fix to address the issue. The engineering team is currently working on testing this fix and preparing for deployment to the affected subset of hosts that were affected by this issue. We will continue to provide updates as we work through that deployment.
 5:34 PM PST -  We have seen no further network connectivity issues for Network Load Balancer since 1:45 PM PST (5 hours ago). We have identified the root cause and prepared a fix to resolve the issue, which is now being deployed. We have also taken steps to mitigate any impact should the issue reoccur before the deployment is fully completed. This issue resulted in two periods of network connectivity issues between 11:30 AM and 12:00 PM PST, and between 1:00 PM and 1:45 PM PST. The issue has been resolved and the service is operating normally."
354,Amazon Kinesis Data Streams (Oregon),[RESOLVED] Increase Error Rate,1610053270,1,,"<div><span class=""yellowfg""> 1:01 PM PST</span>&nbsp;We are investigating increased error rates for the Kinesis in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 1:17 PM PST</span>&nbsp;We are seeing recovery for the increased error rates affecting Kinesis in the US-WEST-2 Region and continue to work towards full resolution.</div><div><span class=""yellowfg""> 1:42 PM PST</span>&nbsp;Between 12:40 PM and 1:07 PM PST, we experienced increased error rates for Kinesis in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",kinesis-us-west-2,2021-01-07 21:01:10,Kinesis Data Streams,Oregon,12:40 PM,1:07 PM,2,PST,27.0,2021,1,7,2021-01-07,increase error rate," 1:01 PM PST -  We are investigating increased error rates for the Kinesis in the US-WEST-2 Region.
 1:17 PM PST -  We are seeing recovery for the increased error rates affecting Kinesis in the US-WEST-2 Region and continue to work towards full resolution.
 1:42 PM PST -  Between 12:40 PM and 1:07 PM PST, we experienced increased error rates for Kinesis in the US-WEST-2 Region. The issue has been resolved and the service is operating normally."
355,Amazon EventBridge (Oregon),[RESOLVED] Increased API Errors and Event Delivery Latencies,1610053516,1,,"<div><span class=""yellowfg""> 1:05 PM PST</span>&nbsp;We are experiencing elevated API errors and event delivery latencies in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 1:16 PM PST</span>&nbsp;We are seeing recovery for the increased error rates affecting EventBridge in the US-WEST-2 Region and continue to work towards full resolution.</div><div><span class=""yellowfg""> 1:46 PM PST</span>&nbsp;Between 12:40 PM and 1:07 PM PST, we experienced elevated API errors and event delivery latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",events-us-west-2,2021-01-07 21:05:16,EventBridge,Oregon,12:40 PM,1:07 PM,2,PST,27.0,2021,1,7,2021-01-07,increased api errors and event delivery latencies," 1:05 PM PST -  We are experiencing elevated API errors and event delivery latencies in the US-WEST-2 Region.
 1:16 PM PST -  We are seeing recovery for the increased error rates affecting EventBridge in the US-WEST-2 Region and continue to work towards full resolution.
 1:46 PM PST -  Between 12:40 PM and 1:07 PM PST, we experienced elevated API errors and event delivery latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally."
356,Amazon CloudWatch (Oregon),[RESOLVED] Increased Error Rates and Latencies,1610054463,1,,"<div><span class=""yellowfg""> 1:21 PM PST</span>&nbsp;We are investigating increased error rates and latencies for CloudWatch Logs APIs in the US-WEST-2 Region. Log events and metrics may be delayed. Alarms may transition into ""INSUFFICIENT_DATA"" state if set on delayed metrics.</div><div><span class=""yellowfg""> 1:42 PM PST</span>&nbsp;Between 12:41 PM and 1:07 PM PST, we experienced elevated error rates when calling CloudWatch Logs APIs in the US-WEST-2 Region. Some log events and metrics were delayed, and CloudWatch alarms on delayed metrics transitioned into INSUFFICIENT_DATA state. We have resolved the issue. Delayed metrics and log events are in the process of backfilling in CloudWatch console graphs and for API retrieval. The issue is resolved and the service is operating normally.</div>",cloudwatch-us-west-2,2021-01-07 21:21:03,CloudWatch,Oregon,12:41 PM,1:07 PM,2,PST,26.0,2021,1,7,2021-01-07,increased error rates and latencies," 1:21 PM PST -  We are investigating increased error rates and latencies for CloudWatch Logs APIs in the US-WEST-2 Region. Log events and metrics may be delayed. Alarms may transition into ""INSUFFICIENT_DATA"" state if set on delayed metrics.
 1:42 PM PST -  Between 12:41 PM and 1:07 PM PST, we experienced elevated error rates when calling CloudWatch Logs APIs in the US-WEST-2 Region. Some log events and metrics were delayed, and CloudWatch alarms on delayed metrics transitioned into INSUFFICIENT_DATA state. We have resolved the issue. Delayed metrics and log events are in the process of backfilling in CloudWatch console graphs and for API retrieval. The issue is resolved and the service is operating normally."
357,Amazon Personalize (N. Virginia),[RESOLVED] Increased API Faults,1611523748,1,,"<div><span class=""yellowfg""> 1:29 PM PST</span>&nbsp;We are currently experiencing increased error rates in the GetRecommendations API in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 1:46 PM PST</span>&nbsp;Between 12:36 PM and 1:42 PM PST, we experienced increased error rates in the GetRecommendations API in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",personalize-us-east-1,2021-01-24 21:29:08,Personalize,N. Virginia,12:36 PM,1:42 PM,2,PST,66.0,2021,1,24,2021-01-24,increased api faults," 1:29 PM PST -  We are currently experiencing increased error rates in the GetRecommendations API in the US-EAST-1 Region.
 1:46 PM PST -  Between 12:36 PM and 1:42 PM PST, we experienced increased error rates in the GetRecommendations API in the US-EAST-1 Region. The issue has been resolved and the service is operating normally."
